produk_id,nama_produk,kategori,tanaman_target,fase_aplikasi,hama_penyakit,media_tanam,dosis_pemakaian,keyword,deskripsi,harga,stok,created at
155,Kasumin 2L,Bakterisida,"Padi, Cabai, Tomat, Kentang, Bawang Merah","Vegetatif, Generatif","Hawar Daun Bakteri, Kresek, Layu Bakteri, Bercak Bakteri","Sawah, Tanah, Lahan Terbuka",1–2 ml/liter air,"kasumin,
kasumin 2l,
obat kresek padi,
obat hawar bakteri,
obat layu bakteri,
obat bercak bakteri,
obat penyakit padi,
bakterisida padi,
obat bakteri cabai,
obat bakteri tomat,
obat bakteri kentang,
obat bakteri bawang,
obat daun menguning,
obat daun terbakar,
pengendali penyakit bakteri,
obat tanaman layu,
semprot bakteri tanaman,
obat penyakit hortikultura,
obat kresek,
bakterisida antibiotik","Kasumin 2L merupakan bakterisida berbahan aktif kasugamycin yang bekerja secara sistemik untuk mengendalikan berbagai penyakit bakteri pada tanaman pangan dan hortikultura.

Produk ini banyak digunakan sebagai obat kresek padi, obat hawar daun bakteri, obat layu bakteri, dan pengendali bercak bakteri pada tanaman padi, cabai, tomat, kentang, serta bawang merah.

Gejala yang dapat dikendalikan antara lain daun menguning, hawar daun, bercak bakteri, tanaman layu, dan gangguan pertumbuhan akibat infeksi bakteri.

Kasumin bekerja dengan menghambat sintesis protein bakteri sehingga perkembangan penyakit dapat ditekan sejak fase awal infeksi.

Dosis aplikasi umumnya 1–2 ml per liter air dan dapat diaplikasikan secara preventif maupun kuratif awal.",35.000,,
156,Kasugamycin 20 WP,Bakterisida,"Padi, Cabai, Tomat, Kentang, Bawang Merah","Vegetatif, Generatif","Kresek, Hawar Daun Bakteri, Layu Bakteri, Bercak Bakteri","Sawah, Tanah, Lahan Terbuka",1–2 gram/liter air,"kasugamycin,
kasugamycin 20 wp,
obat kresek padi,
obat hawar daun bakteri,
obat layu bakteri,
obat bercak bakteri,
bakterisida padi,
bakterisida cabai,
bakterisida tomat,
obat penyakit bakteri,
obat daun menguning,
obat daun terbakar,
obat tanaman layu,
obat bakteri tanaman,
pengendali penyakit bakteri,
semprot bakteri tanaman,
obat kresek,
obat penyakit padi,
obat penyakit hortikultura,
antibiotik pertanian","Kasugamycin 20 WP merupakan bakterisida berbahan aktif kasugamycin yang bekerja secara sistemik dan kontak untuk mengendalikan berbagai penyakit bakteri pada tanaman pangan dan hortikultura.

Produk ini banyak digunakan sebagai obat kresek padi, obat hawar daun bakteri, obat layu bakteri, dan pengendali bercak bakteri pada tanaman padi, cabai, tomat, kentang, dan bawang merah.

Gejala yang dapat dikendalikan antara lain daun menguning akibat bakteri, bercak daun, hawar daun, tanaman layu, serta gangguan pertumbuhan akibat infeksi bakteri patogen.

Kasugamycin bekerja dengan menghambat sintesis protein bakteri sehingga perkembangan penyakit dapat ditekan sejak fase awal infeksi.

Dosis aplikasi umumnya 1–2 gram per liter air dan diaplikasikan saat gejala awal penyakit mulai muncul.",35.000,6,
157,Cupravit OB 21,Bakterisida,"Cabai, Tomat, Kentang, Bawang Merah, Jeruk","Preventif, Vegetatif, Generatif","Bercak Bakteri, Hawar Bakteri, Busuk Daun, Antraknosa","Sawah, Tanah, Lahan Terbuka",2–3 gram/liter air,"cupravit,
cupravit ob 21,
obat bercak bakteri,
obat hawar bakteri,
obat antraknosa,
obat busuk daun,
obat penyakit cabai,
obat penyakit tomat,
obat penyakit kentang,
obat penyakit jeruk,
bakterisida tembaga,
copper oxychloride,
obat bakteri tanaman,
semprot bakteri tanaman,
obat daun bercak,
obat daun menguning,
obat penyakit hortikultura,
pengendali bakteri tanaman,
obat busuk buah,
bakterisida kontak","Cupravit OB 21 merupakan bakterisida berbahan aktif tembaga yang bekerja secara kontak untuk mengendalikan berbagai penyakit bakteri dan jamur pada tanaman hortikultura.

Produk ini banyak digunakan sebagai obat bercak bakteri, obat hawar bakteri, obat busuk daun, dan pencegah antraknosa pada cabai, tomat, kentang, bawang merah, serta tanaman buah.

Gejala yang dapat dikendalikan antara lain bercak daun, hawar daun, busuk buah, busuk daun, dan kerusakan jaringan akibat infeksi bakteri.

Cupravit bekerja dengan melepaskan ion tembaga yang menghambat perkembangan bakteri dan jamur pada permukaan tanaman.

Dosis aplikasi umumnya 2–3 gram per liter air.",40.000,7,
158,Copper Sandoz 77 WP,Bakterisida,"Cabai, Tomat, Kentang, Jeruk, Anggur, Bawang Merah","Preventif, Vegetatif, Generatif","Hawar Bakteri, Bercak Daun, Busuk Daun, Antraknosa","Sawah, Tanah, Lahan Terbuka",2–3 gram/liter air,"copper sandoz,
copper sandoz 77 wp,
obat hawar bakteri,
obat bercak daun,
obat busuk daun,
obat antraknosa,
obat penyakit cabai,
obat penyakit tomat,
obat penyakit kentang,
obat penyakit jeruk,
bakterisida tembaga,
copper hydroxide,
obat bakteri tanaman,
pengendali penyakit bakteri,
semprot bakteri tanaman,
obat daun bercak,
obat daun menguning,
bakterisida kontak,
obat busuk buah,
obat penyakit hortikultura","Copper Sandoz 77 WP merupakan bakterisida berbahan aktif copper hydroxide yang bekerja secara kontak untuk mengendalikan penyakit bakteri dan jamur pada tanaman.

Produk ini digunakan untuk mengendalikan hawar bakteri, bercak daun, busuk daun, dan antraknosa pada cabai, tomat, kentang, jeruk, anggur, serta tanaman hortikultura lainnya.

Gejala yang dapat dikendalikan meliputi bercak daun, busuk buah, daun menguning akibat infeksi patogen, serta kerusakan jaringan tanaman.

Copper Sandoz memberikan perlindungan preventif dengan membentuk lapisan tembaga aktif pada permukaan tanaman sehingga menghambat perkembangan patogen.

Dosis aplikasi umumnya 2–3 gram per liter air.",45.000,7,
159,Funguran OH 50 WP,Bakterisida,"Tomat, Kentang, Cabai, Mentimun, Anggur, Apel, Pir, Kacang-kacangan","Preventif, Vegetatif, Generatif","Hawar Bakteri, Fire Blight, Bercak Daun, Busuk Daun, Downy Mildew","Sawah, Tanah, Lahan Terbuka",2–4 gram/liter air,"funguran,
funguran oh 50 wp,
obat hawar bakteri,
obat fire blight,
obat bercak daun,
obat busuk daun,
obat penyakit tomat,
obat penyakit kentang,
obat penyakit cabai,
obat penyakit mentimun,
bakterisida tembaga,
copper hydroxide,
obat bakteri tanaman,
pengendali penyakit bakteri,
obat daun menguning,
obat daun bercak,
obat busuk buah,
bakterisida kontak,
fungisida bakterisida,
semprot bakteri tanaman","Funguran OH 50 WP merupakan bakterisida dan fungisida berbahan aktif copper hydroxide 77% yang bekerja secara kontak untuk mengendalikan berbagai penyakit bakteri dan jamur.

Produk ini banyak digunakan untuk mengendalikan hawar bakteri, fire blight, bercak daun, busuk daun, dan penyakit embun bulu pada tomat, kentang, cabai, mentimun, anggur, apel, dan tanaman lainnya.

Gejala yang dapat dikendalikan antara lain bercak daun, daun menguning, busuk buah, busuk daun, serta kerusakan jaringan akibat infeksi bakteri dan jamur.

Funguran bekerja dengan melepaskan ion tembaga aktif yang menghambat perkembangan spora dan bakteri pada permukaan tanaman. Produk ini sangat baik digunakan secara preventif. :contentReference[oaicite:0]{index=0}

Dosis aplikasi umumnya 2–4 gram per liter air atau sekitar 2–4 kg per hektar. :contentReference[oaicite:1]{index=1}",60.000,7,
160,Cobox 50 WP,Bakterisida,"Cabai, Tomat, Kentang, Jeruk, Pisang, Anggur","Preventif, Vegetatif, Generatif","Hawar Bakteri, Bercak Daun, Busuk Buah, Downy Mildew, Early Blight","Sawah, Tanah, Lahan Terbuka",2 gram/liter air,"cobox,
cobox 50 wp,
obat hawar bakteri,
obat bercak daun,
obat busuk buah,
obat penyakit cabai,
obat penyakit tomat,
obat penyakit kentang,
obat penyakit jeruk,
obat penyakit pisang,
copper oxychloride,
bakterisida tembaga,
obat bakteri tanaman,
pengendali penyakit bakteri,
obat daun bercak,
obat daun menguning,
obat busuk daun,
semprot bakteri tanaman,
bakterisida kontak,
obat penyakit hortikultura","Cobox 50 WP merupakan bakterisida berbahan aktif copper oxychloride 50% yang bekerja secara kontak untuk mengendalikan berbagai penyakit bakteri dan jamur pada tanaman.

Produk ini digunakan sebagai obat hawar bakteri, obat bercak daun, obat busuk buah, serta pengendali berbagai penyakit penting pada cabai, tomat, kentang, jeruk, pisang, dan tanaman hortikultura lainnya.

Gejala yang dapat dikendalikan meliputi bercak daun, busuk buah, hawar daun, daun menguning, dan kerusakan jaringan akibat infeksi bakteri maupun jamur.

Cobox membentuk lapisan pelindung pada permukaan tanaman sehingga mencegah perkembangan spora dan bakteri patogen. :contentReference[oaicite:2]{index=2}

Dosis aplikasi umumnya sekitar 2 gram per liter air atau 2–3 kg per hektar. :contentReference[oaicite:3]{index=3}",35.000,5,
161,Velum Prime 400 SC,Nematisida,"Cabai, Tomat, Kentang, Melon, Semangka, Wortel","Vegetatif, Pra Tanam","Nematoda Akar, Nematoda Puru Akar","Tanah, Bedengan, Greenhouse","0,5–1 ml/L air atau sesuai rekomendasi label","nematisida
obat nematoda akar
pembasmi nematoda puru akar
pestisida nematoda tanaman
pengendali nematoda tanah
velum prime 400 sc
nematisida cabai
nematisida tomat
obat akar bengkak tanaman
pengendali hama nematoda","Velum Prime 400 SC merupakan pestisida nematisida yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman cabai, tomat, kentang, melon, semangka, dan wortel. Produk ini berfungsi sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, pertumbuhan tanaman terhambat, daun menguning, dan penurunan hasil panen.",42.500,5,
162,Vydate 240 SL,Nematisida,"Cabai, Tomat, Kentang, Tembakau, Kopi","Vegetatif, Generatif","Nematoda Akar, Nematoda Puru Akar","Tanah, Lahan Terbuka",1–2 ml/L air,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
vydate 240 sl,
nematisida cabai,
nematisida tomat,
obat akar bengkak tanaman,
pengendali hama nematoda,","Vydate 240 SL merupakan pestisida nematisida yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman cabai, tomat, kentang, tembakau, dan kopi. Produk ini efektif sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan produktivitas tanaman.",31.500,5,
163,Vydate 10 G,Nematisida,"Cabai, Tomat, Kentang, Wortel","Pra Tanam, Vegetatif","Nematoda Akar, Nematoda Puru Akar",Tanah,10–20 kg/ha,"nematisida
obat nematoda akar
pembasmi nematoda puru akar
pestisida nematoda tanaman
pengendali nematoda tanah
vydate 10 g
nematisida cabai
nematisida tomat
obat akar bengkak tanaman
pengendali hama nematoda","Vydate 10 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman cabai, tomat, kentang, dan wortel. Produk ini digunakan sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan kerusakan sistem perakaran.",95.000,5,
164,Rugby 100 G,Nematisida,"Cabai, Kentang, Tomat, Tebu","Pra Tanam, Vegetatif","Nematoda Akar, Nematoda Puru Akar",Tanah,10–20 kg/ha,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
rugby 100 g,
nematisida cabai,
nematisida kentang,
obat akar bengkak tanaman,
pengendali hama nematoda,","Rugby 100 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman cabai, kentang, tomat, dan tebu. Produk ini berfungsi sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan hasil panen.",125.000,5,
165,Nemacur 400 EC,Nematisida,"Cabai, Tomat, Kentang, Pisang, Tembakau","Pra Tanam, Vegetatif","Nematoda Akar, Nematoda Puru Akar","Tanah, Lahan Terbuka",1–2 ml/L air,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
nemacur 400 ec,
nematisida cabai,
nematisida tomat,
obat akar bengkak tanaman,
pengendali hama nematoda,","Nemacur 400 EC merupakan pestisida nematisida berbentuk cair yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman cabai, tomat, kentang, pisang, dan tembakau. Produk ini berfungsi sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan hasil panen.",38.500,6,
166,Tervigo 020 SC,Nematisida,"Tomat, Cabai, Kentang, Wortel","Pra Tanam, Vegetatif","Nematoda Akar, Nematoda Puru Akar","Tanah, Greenhouse",2–5 ml/L air,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
tervigo 020 sc,
nematisida cabai,
nematisida tomat,
obat akar bengkak tanaman,
pengendali hama nematoda,","Tervigo 020 SC merupakan pestisida nematisida yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman tomat, cabai, kentang, dan wortel. Produk ini efektif sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan kerusakan sistem perakaran.",47.500,5,
167,Mocap 10 G,Nematisida,"Kentang, Jagung, Cabai, Sayuran",Pra Tanam,"Nematoda Akar, Nematoda Puru Akar",Tanah,10–20 kg/ha,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
mocap 10 g,
nematisida cabai,
nematisida kentang,
obat akar bengkak tanaman,
pengendali hama nematoda,","Mocap 10 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman kentang, jagung, cabai, dan berbagai sayuran. Produk ini digunakan sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan produktivitas tanaman.",140.000,6,
168,Counter 150 G,Nematisida,"Kelapa Sawit, Tebu, Jagung","Pra Tanam, Vegetatif","Nematoda Akar, Nematoda Tanah",Tanah,10–15 kg/ha,"nematisida,
obat nematoda akar,
pembasmi nematoda tanah,
pestisida nematoda tanaman,
pengendali nematoda akar,
counter 150 g,
nematisida perkebunan,
nematisida kelapa sawit,
obat akar bengkak tanaman,
pengendali hama nematoda,","Counter 150 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda tanah pada tanaman kelapa sawit, tebu, dan jagung. Produk ini berfungsi sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda tanah, serta pengendali hama nematoda yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan hasil panen.",165.000,7,
169,Curaterr 3 G,Nematisida,"Kentang, Cabai, Tomat, Jagung",Pra Tanam,"Nematoda Akar, Nematoda Puru Akar",Tanah,10–20 kg/ha,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
curaterr 3 g,
nematisida cabai,
nematisida kentang,
obat akar bengkak tanaman, pengendali hama nematoda","Curaterr 3 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman kentang, cabai, tomat, dan jagung. Produk ini efektif sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan kerusakan sistem perakaran.",115.000,6,
170,Nemathorin 10 G,Nematisida,"Kentang, Wortel, Bawang Merah, Cabai",Pra Tanam,"Nematoda Akar, Nematoda Puru Akar",Tanah,10–30 kg/ha,"nematisida,
obat nematoda akar,
pembasmi nematoda puru akar,
pestisida nematoda tanaman,
pengendali nematoda tanah,
nemathorin 10 g,
nematisida cabai,
nematisida kentang,
obat akar bengkak tanaman,
pengendali hama nematoda,","Nemathorin 10 G merupakan pestisida nematisida berbentuk granul yang digunakan untuk mengendalikan nematoda akar dan nematoda puru akar pada tanaman kentang, wortel, bawang merah, dan cabai. Produk ini digunakan sebagai nematisida tanaman, obat nematoda akar, pembasmi nematoda puru akar, serta pengendali hama nematoda tanah yang menyebabkan akar bengkak, daun menguning, pertumbuhan tanaman terhambat, dan penurunan hasil panen.",28.500,5,
171,Samite 135 EC,Akarisida,"Cabai, Tomat, Jeruk, Apel","Vegetatif, Generatif","Tungau Merah, Tungau Kuning, Tungau Laba-laba","Tanah, Lahan Terbuka","0,5–1 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau kuning,
pestisida tungau tanaman,
pengendali hama tungau,
samite 135 ec,
akarisida cabai,
akarisida tomat,
obat daun keriting akibat tungau,
pembasmi kutu laba-laba tanaman,","Samite 135 EC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah, tungau kuning, dan tungau laba-laba pada tanaman cabai, tomat, jeruk, dan apel. Produk ini berfungsi sebagai akarisida tungau tanaman, obat tungau merah, pembasmi tungau kuning, serta pengendali hama tungau yang menyebabkan daun keriting, daun menguning, bercak daun, dan pertumbuhan tanaman terhambat.",15.500,5,
172,Agrimec 18 EC,Akarisida,"Cabai, Tomat, Kentang, Bawang Merah","Vegetatif, Generatif","Tungau, Thrips, Lalat Pengorok Daun","Tanah, Greenhouse",,"akarisida tungau,
obat tungau merah,
pembasmi tungau tanaman,
pestisida thrips,
pengendali hama tungau,
agrimec 18 ec,
akarisida cabai,
akarisida tomat,
obat daun keriting,
obat lalat pengorok daun,","Agrimec 18 EC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau tanaman, tungau merah, thrips, dan lalat pengorok daun pada tanaman cabai, tomat, kentang, dan bawang merah. Produk ini efektif sebagai akarisida tungau tanaman, obat tungau merah, pembasmi hama tungau, serta pengendali daun keriting dan kerusakan daun akibat serangan tungau dan serangga penghisap.",18.500,6,
173,Stadium 18 EC,Akarisida,"Cabai, Tomat, Kentang","Vegetatif, Generatif","Tungau Merah, Thrips",Tanah,"0,5 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau tanaman,
pestisida thrips,
pengendali hama tungau,
stadium 18 ec,
akarisida cabai,
akarisida tomat,
obat daun keriting,
pembasmi tungau merah,","Stadium 18 EC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah dan thrips pada tanaman cabai, tomat, dan kentang. Produk ini digunakan sebagai akarisida tungau tanaman, obat tungau merah, pembasmi hama tungau, serta pengendali daun keriting, daun menguning, dan gangguan pertumbuhan tanaman akibat serangan hama penghisap.",17.500,5,
174,Oberon 240 SC,Akarisida,"Cabai, Tomat, Jeruk","Vegetatif, Generatif","Tungau Merah, Kutu Kebul","Tanah, Greenhouse","0,5 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau tanaman,
pestisida kutu kebul,
pengendali hama tungau,
oberon 240 sc,
akarisida cabai,
akarisida tomat,
obat daun keriting,
pembasmi kutu laba-laba tanaman,","Oberon 240 SC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah dan kutu kebul pada tanaman cabai, tomat, dan jeruk. Produk ini efektif sebagai akarisida tungau tanaman, obat tungau merah, pembasmi hama tungau, serta pengendali kutu kebul yang menyebabkan daun keriting, daun menguning, bercak daun, dan penurunan produktivitas tanaman.",29.500,6,
175,Envidor 240 SC,Akarisida,"Cabai, Jeruk, Apel, Anggur","Vegetatif, Generatif","Tungau Merah, Tungau Kuning",Tanah,"0,5 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau kuning,
pestisida tungau tanaman,
pengendali hama tungau,
envidor 240 sc,
akarisida cabai,
akarisida jeruk,
obat daun keriting,
pembasmi kutu laba-laba tanaman,","Envidor 240 SC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah dan tungau kuning pada tanaman cabai, jeruk, apel, dan anggur. Produk ini digunakan sebagai akarisida tungau tanaman, obat tungau merah, pembasmi tungau kuning, serta pengendali hama tungau yang menyebabkan daun keriting, daun menguning, bercak daun, dan gangguan pertumbuhan tanaman.",32.000,4,
176,Floramite 240 SC,Akarisida,"Cabai, Tomat, Tanaman Hias","Vegetatif, Generatif","Tungau Merah, Tungau Laba-laba","Tanah, Greenhouse","0,5 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau tanaman,
pestisida tungau hias,
pengendali hama tungau,
floramite 240 sc,
akarisida cabai,
akarisida tomat,
obat daun keriting,
pembasmi kutu laba-laba tanaman,","Floramite 240 SC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah dan tungau laba-laba pada tanaman cabai, tomat, dan tanaman hias. Produk ini efektif sebagai akarisida tungau tanaman, obat tungau merah, pembasmi hama tungau, serta pengendali kutu laba-laba yang menyebabkan daun keriting, daun menguning, bercak daun, dan penurunan kualitas tanaman.",34.500,5,
177,Ortus 50 SC,Akarisida,"Cabai, Jeruk, Apel, Teh, Tomat","Vegetatif, Generatif","Tungau Merah, Tungau Kuning, Tungau Laba-laba",Tanah,"0,5 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau kuning,
pestisida tungau tanaman,
pengendali hama tungau,
ortus 50 sc,
akarisida cabai,
akarisida tomat,
obat daun keriting,
pembasmi kutu laba-laba tanaman,","Ortus 50 SC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah, tungau kuning, dan tungau laba-laba pada tanaman cabai, jeruk, apel, teh, dan tomat. Produk ini berfungsi sebagai akarisida tungau tanaman, obat tungau merah, pembasmi tungau kuning, serta pengendali hama tungau yang menyebabkan daun keriting, daun menguning, bercak daun, dan penurunan produktivitas tanaman.",15.000,7,
178,Kanemite 15 SC,Akarisida,"Cabai, Tomat, Jeruk, Apel","Vegetatif, Generatif","Tungau Merah, Tungau Laba-laba","Tanah, Greenhouse","0,5–1 ml/L air","akarisida tungau,
obat tungau merah,
pembasmi tungau tanaman,
pestisida tungau,
pengendali hama tungau,
kanemite 15 sc,
akarisida cabai,
akarisida tomat,
obat daun keriting,
pembasmi kutu laba-laba tanaman,","Kanemite 15 SC merupakan pestisida akarisida yang digunakan untuk mengendalikan tungau merah dan tungau laba-laba pada tanaman cabai, tomat, jeruk, dan apel. Produk ini digunakan sebagai akarisida tungau tanaman, obat tungau merah, pembasmi hama tungau, serta pengendali kutu laba-laba yang menyebabkan daun keriting, daun menguning, bercak daun, dan gangguan pertumbuhan tanaman.",27.500,5,
179,Kasumin 5/75 WP,Bakterisida,"Padi, Cabai, Tomat, Bawang Merah","Vegetatif, Generatif","Hawar Daun Bakteri, Layu Bakteri, Bercak Bakteri","Sawah, Tanah, Lahan Terbuka",1–2 g/L air,"bakterisida tanaman,
obat hawar daun bakteri,
obat layu bakteri,
pengendali bercak bakteri,
pestisida bakteri tanaman,
kasumin 5/75 wp,
bakterisida padi,
bakterisida cabai,
obat penyakit bakteri tanaman,
pengendali infeksi bakteri,","Kasumin 5/75 WP merupakan pestisida bakterisida yang digunakan untuk mengendalikan hawar daun bakteri, layu bakteri, dan bercak bakteri pada tanaman padi, cabai, tomat, dan bawang merah. Produk ini berfungsi sebagai bakterisida tanaman, obat hawar daun bakteri, obat layu bakteri, serta pengendali infeksi bakteri yang menyebabkan daun menguning, bercak daun, tanaman layu, dan penurunan hasil panen.",95.000,6,
180,Agrept 20 SP,Bakterisida,"Cabai, Tomat, Jeruk, Kentang","Vegetatif, Generatif","Layu Bakteri, Hawar Daun Bakteri, Bercak Bakteri","Tanah, Lahan Terbuka","0,5–1 g/L air","bakterisida tanaman,
obat hawar daun bakteri,
obat layu bakteri,
pengendali bercak bakteri,
pestisida bakteri tanaman,
agrept 20 sp,
bakterisida cabai,
bakterisida tomat,
obat penyakit bakteri tanaman,
pengendali infeksi bakteri,","Agrept 20 SP merupakan pestisida bakterisida yang digunakan untuk mengendalikan layu bakteri, hawar daun bakteri, dan bercak bakteri pada tanaman cabai, tomat, jeruk, dan kentang. Produk ini efektif sebagai bakterisida tanaman, obat hawar daun bakteri, obat layu bakteri, serta pengendali infeksi bakteri yang menyebabkan daun menguning, bercak daun, tanaman layu, dan gangguan pertumbuhan tanaman.",85.000,5,
181,Streptocycline 20 WP,Bakterisida,"Cabai, Tomat, Kentang, Bawang Merah","Vegetatif, Generatif","Layu Bakteri, Hawar Daun Bakteri, Bercak Bakteri",Tanah,"0,5–1 g/L air","bakterisida tanaman,
obat hawar daun bakteri,
obat layu bakteri,
pengendali bercak bakteri,
pestisida bakteri tanaman,
streptocycline 20 wp,
bakterisida cabai,
bakterisida tomat,
obat penyakit bakteri tanaman,
pengendali infeksi bakteri,","Streptocycline 20 WP merupakan pestisida bakterisida yang digunakan untuk mengendalikan layu bakteri, hawar daun bakteri, dan bercak bakteri pada tanaman cabai, tomat, kentang, dan bawang merah. Produk ini digunakan sebagai bakterisida tanaman, obat hawar daun bakteri, obat layu bakteri, serta pengendali infeksi bakteri yang menyebabkan daun menguning, bercak daun, tanaman layu, dan penurunan produktivitas tanaman.",11.000,6,
182,Plantomycin 20 WP,Bakterisida,"Cabai, Tomat, Jeruk, Padi","Vegetatif, Generatif","Hawar Daun Bakteri, Layu Bakteri, Bercak Bakteri","Sawah, Tanah","0,5–1 g/L air","bakterisida tanaman,
obat hawar daun bakteri,
obat layu bakteri,
pengendali bercak bakteri,
pestisida bakteri tanaman,
plantomycin 20 wp,
bakterisida cabai,
bakterisida padi,
obat penyakit bakteri tanaman,
pengendali infeksi bakteri,","Plantomycin 20 WP merupakan pestisida bakterisida yang digunakan untuk mengendalikan hawar daun bakteri, layu bakteri, dan bercak bakteri pada tanaman cabai, tomat, jeruk, dan padi. Produk ini efektif sebagai bakterisida tanaman, obat hawar daun bakteri, obat layu bakteri, serta pengendali infeksi bakteri yang menyebabkan daun menguning, bercak daun, tanaman layu, dan gangguan pertumbuhan tanaman.",105.000,6,
183,Bactosan 600 WP,Bakterisida,"Cabai, Tomat, Kentang, Bawang Merah","Vegetatif, Generatif","Hawar Daun Bakteri, Bercak Bakteri, Layu Bakteri",Tanah,1–2 g/L air,"bakterisida tanaman,
obat hawar daun bakteri,
obat layu bakteri,
pengendali bercak bakteri,
pestisida bakteri tanaman,
bactosan 600 wp,
bakterisida cabai,
bakterisida tomat,
obat penyakit bakteri tanaman,
pengendali infeksi bakteri,","Bactosan 600 WP merupakan pestisida bakterisida yang digunakan untuk mengendalikan hawar daun bakteri, bercak bakteri, dan layu bakteri pada tanaman cabai, tomat, kentang, dan bawang merah. Produk ini digunakan sebagai bakterisida tanaman, obat hawar daun bakteri, obat layu bakteri, serta pengendali infeksi bakteri yang menyebabkan daun menguning, bercak daun, tanaman layu, dan penurunan hasil panen.",125.000,5,
